Mod:Item:MetaData, Localized Name
gregtech:borderless_black_lamp:3, Borderless Black Lamp
gregtech:borderless_black_lamp:4, Borderless Black Lamp
gregtech:borderless_black_lamp:5, Borderless Black Lamp
gregtech:borderless_black_lamp:6, Borderless Black Lamp
gregtech:borderless_black_lamp:7, Borderless Black Lamp
gregtech:asphalt:0, Asphalt
gregtech:stone_smooth:0, Black Granite
gregtech:stone_smooth:1, Red Granite
gregtech:stone_smooth:2, Marble
gregtech:stone_smooth:3, Basalt
gregtech:stone_smooth:4, Light Concrete
gregtech:stone_smooth:5, Dark Concrete
gregtech:stone_cobble:0, Black Granite Cobblestone
gregtech:stone_cobble:1, Red Granite Cobblestone
gregtech:stone_cobble:2, Marble Cobblestone
gregtech:stone_cobble:3, Basalt Cobblestone
gregtech:stone_cobble:4, Light Concrete Cobblestone
gregtech:stone_cobble:5, Dark Concrete Cobblestone
gregtech:stone_cobble_mossy:0, Mossy Black Granite Cobblestone
gregtech:stone_cobble_mossy:1, Mossy Red Granite Cobblestone
gregtech:stone_cobble_mossy:2, Mossy Marble Cobblestone
gregtech:stone_cobble_mossy:3, Mossy Basalt Cobblestone
gregtech:stone_cobble_mossy:4, Mossy Light Concrete Cobblestone
gregtech:stone_cobble_mossy:5, Mossy Dark Concrete Cobblestone
gregtech:stone_polished:0, Polished Black Granite
gregtech:stone_polished:1, Polished Red Granite
gregtech:stone_polished:2, Polished Marble
gregtech:stone_polished:3, Polished Basalt
gregtech:stone_polished:4, Polished Light Concrete
gregtech:stone_polished:5, Polished Dark Concrete
gregtech:stone_bricks:0, Black Granite Bricks
gregtech:stone_bricks:1, Red Granite Bricks
gregtech:stone_bricks:2, Marble Bricks
gregtech:stone_bricks:3, Basalt Bricks
gregtech:stone_bricks:4, Light Concrete Bricks
gregtech:stone_bricks:5, Dark Concrete Bricks
gregtech:stone_bricks_cracked:0, Cracked Black Granite Bricks
gregtech:stone_bricks_cracked:1, Cracked Red Granite Bricks
gregtech:stone_bricks_cracked:2, Cracked Marble Bricks
gregtech:stone_bricks_cracked:3, Cracked Basalt Bricks
gregtech:stone_bricks_cracked:4, Cracked Light Concrete Bricks
gregtech:stone_bricks_cracked:5, Cracked Dark Concrete Bricks
gregtech:stone_bricks_mossy:0, Mossy Black Granite Bricks
gregtech:stone_bricks_mossy:1, Mossy Red Granite Bricks
gregtech:stone_bricks_mossy:2, Mossy Marble Bricks
gregtech:stone_bricks_mossy:3, Mossy Basalt Bricks
gregtech:stone_bricks_mossy:4, Mossy Light Concrete Bricks
gregtech:stone_bricks_mossy:5, Mossy Dark Concrete Bricks
gregtech:stone_chiseled:0, Chiseled Black Granite
gregtech:stone_chiseled:1, Chiseled Red Granite
gregtech:stone_chiseled:2, Chiseled Marble
gregtech:stone_chiseled:3, Chiseled Basalt
gregtech:stone_chiseled:4, Chiseled Light Concrete
gregtech:stone_chiseled:5, Chiseled Dark Concrete
gregtech:stone_tiled:0, Black Granite Tiles
gregtech:stone_tiled:1, Red Granite Tiles
gregtech:stone_tiled:2, Marble Tiles
gregtech:stone_tiled:3, Basalt Tiles
gregtech:stone_tiled:4, Light Concrete Tiles
gregtech:stone_tiled:5, Dark Concrete Tiles
gregtech:stone_tiled_small:0, Small Black Granite Tiles
gregtech:stone_tiled_small:1, Small Red Granite Tiles
gregtech:stone_tiled_small:2, Small Marble Tiles
gregtech:stone_tiled_small:3, Small Basalt Tiles
gregtech:stone_tiled_small:4, Small Light Concrete Tiles
gregtech:stone_tiled_small:5, Small Dark Concrete Tiles
gregtech:stone_bricks_small:0, Small Black Granite Bricks
gregtech:stone_bricks_small:1, Small Red Granite Bricks
gregtech:stone_bricks_small:2, Small Marble Bricks
gregtech:stone_bricks_small:3, Small Basalt Bricks
gregtech:stone_bricks_small:4, Small Light Concrete Bricks
gregtech:stone_bricks_small:5, Small Dark Concrete Bricks
gregtech:stone_windmill_a:0, Black Granite Windmill Tiles A
gregtech:stone_windmill_a:1, Red Granite Windmill Tiles A
gregtech:stone_windmill_a:2, Marble Windmill Tiles A
gregtech:stone_windmill_a:3, Basalt Windmill Tiles A
gregtech:stone_windmill_a:4, Light Concrete Windmill Tiles A
gregtech:stone_windmill_a:5, Dark Concrete Windmill Tiles A
gregtech:stone_windmill_b:0, Black Granite Windmill Tiles B
gregtech:stone_windmill_b:1, Red Granite Windmill Tiles B
gregtech:stone_windmill_b:2, Marble Windmill Tiles B
gregtech:stone_windmill_b:3, Basalt Windmill Tiles B
gregtech:stone_windmill_b:4, Light Concrete Windmill Tiles B
gregtech:stone_windmill_b:5, Dark Concrete Windmill Tiles B
gregtech:stone_bricks_square:0, Square Black Granite Bricks
gregtech:stone_bricks_square:1, Square Red Granite Bricks
gregtech:stone_bricks_square:2, Square Marble Bricks
gregtech:stone_bricks_square:3, Square Basalt Bricks
gregtech:stone_bricks_square:4, Square Light Concrete Bricks
gregtech:stone_bricks_square:5, Square Dark Concrete Bricks
gregtech:planks:0, Rubber Wood Planks
gregtech:planks:1, Treated Wood Planks
gregtech:wood_slab:0, Rubber Wood Slab
gregtech:wood_slab:1, Treated Wood Slab
gregtech:rubber_wood_stairs, Rubber Wood Stairs
gregtech:treated_wood_stairs, Treated Wood Stairs
gregtech:rubber_wood_fence, Rubber Wood Fence
gregtech:treated_wood_fence, Treated Wood Fence
gregtech:rubber_wood_fence_gate, Rubber Wood Fence Gate
gregtech:treated_wood_fence_gate, Treated Wood Fence Gate
gregtech:brittle_charcoal, Brittle Charcoal
gregtech:rubber_log, Rubber Wood
gregtech:rubber_leaves, Rubber Tree Leaves
gregtech:rubber_sapling, Rubber Tree Sapling
gregtech:meta_block_compressed_0:2, Block of Aluminium
gregtech:meta_block_compressed_0:3, Block of Americium
gregtech:meta_block_compressed_0:4, Block of Antimony
gregtech:meta_block_compressed_0:10, Block of Beryllium
gregtech:meta_block_compressed_0:11, Block of Bismuth
gregtech:meta_block_compressed_1:6, Block of Chrome
gregtech:meta_block_compressed_1:7, Block of Cobalt
gregtech:meta_block_compressed_1:9, Block of Copper
gregtech:meta_block_compressed_1:11, Block of Darmstadtium
gregtech:meta_block_compressed_2:1, Block of Europium
gregtech:meta_block_compressed_2:7, Block of Gallium
gregtech:meta_block_compressed_3:0, Block of Indium
gregtech:meta_block_compressed_3:2, Block of Iridium
gregtech:meta_block_compressed_3:7, Block of Lead
gregtech:meta_block_compressed_3:13, Block of Manganese
gregtech:meta_block_compressed_4:0, Block of Molybdenum
gregtech:meta_block_compressed_4:2, Block of Neodymium
gregtech:meta_block_compressed_4:5, Block of Nickel
gregtech:meta_block_compressed_4:7, Block of Niobium
gregtech:meta_block_compressed_4:11, Block of Osmium
gregtech:meta_block_compressed_4:13, Block of Palladium
gregtech:meta_block_compressed_5:0, Block of Platinum
gregtech:meta_block_compressed_5:1, Block of Plutonium 239
gregtech:meta_block_compressed_5:2, Block of Plutonium 241
gregtech:meta_block_compressed_5:10, Block of Rhodium
gregtech:meta_block_compressed_5:13, Block of Ruthenium
gregtech:meta_block_compressed_5:15, Block of Samarium
gregtech:meta_block_compressed_6:3, Block of Silicon
gregtech:meta_block_compressed_6:4, Block of Silver
gregtech:meta_block_compressed_6:8, Block of Tantalum
gregtech:meta_block_compressed_6:13, Block of Thorium
gregtech:meta_block_compressed_7:0, Block of Tin
gregtech:meta_block_compressed_7:1, Block of Titanium
gregtech:meta_block_compressed_7:3, Block of Tungsten
gregtech:meta_block_compressed_7:4, Block of Uranium 238
gregtech:meta_block_compressed_7:5, Block of Uranium 235
gregtech:meta_block_compressed_7:6, Block of Vanadium
gregtech:meta_block_compressed_7:9, Block of Yttrium
gregtech:meta_block_compressed_7:10, Block of Zinc
gregtech:meta_block_compressed_7:12, Block of Naquadah
gregtech:meta_block_compressed_7:13, Block of Enriched Naquadah
gregtech:meta_block_compressed_7:14, Block of Naquadria
gregtech:meta_block_compressed_7:15, Block of Neutronium
gregtech:meta_block_compressed_8:0, Block of Tritanium
gregtech:meta_block_compressed_8:1, Block of Duranium
gregtech:meta_block_compressed_8:2, Block of Trinium
gregtech:meta_block_compressed_13:6, Block of Certus Quartz
gregtech:meta_block_compressed_15:10, Block of Almandine
gregtech:meta_block_compressed_15:11, Block of Andradite
gregtech:meta_block_compressed_15:12, Block of Annealed Copper
gregtech:meta_block_compressed_16:0, Block of Battery Alloy
gregtech:meta_block_compressed_16:1, Block of Blue Topaz
gregtech:meta_block_compressed_16:3, Block of Brass
gregtech:meta_block_compressed_16:4, Block of Bronze
gregtech:meta_block_compressed_16:10, Block of Charcoal
gregtech:meta_block_compressed_17:2, Block of Cupronickel
gregtech:meta_block_compressed_17:5, Block of Electrum
gregtech:meta_block_compressed_17:9, Block of Green Sapphire
gregtech:meta_block_compressed_17:10, Block of Grossular
gregtech:meta_block_compressed_17:13, Block of Rutile
gregtech:meta_block_compressed_17:15, Block of Invar
gregtech:meta_block_compressed_18:0, Block of Kanthal
gregtech:meta_block_compressed_18:1, Block of Lazurite
gregtech:meta_block_compressed_18:2, Block of Magnalium
gregtech:meta_block_compressed_18:6, Block of Nichrome
gregtech:meta_block_compressed_18:7, Block of Niobium Nitride
gregtech:meta_block_compressed_18:8, Block of Niobium-Titanium
gregtech:meta_block_compressed_18:12, Block of Sterling Silver
gregtech:meta_block_compressed_18:13, Block of Rose Gold
gregtech:meta_block_compressed_18:14, Block of Black Bronze
gregtech:meta_block_compressed_18:15, Block of Bismuth Bronze
gregtech:meta_block_compressed_19:4, Block of Pyrope
gregtech:meta_block_compressed_19:5, Block of Rock Salt
gregtech:meta_block_compressed_19:6, Block of Ruridit
gregtech:meta_block_compressed_19:7, Block of Ruby
gregtech:meta_block_compressed_19:8, Block of Salt
gregtech:meta_block_compressed_19:10, Block of Sapphire
gregtech:meta_block_compressed_19:12, Block of Sodalite
gregtech:meta_block_compressed_19:15, Block of Coke
gregtech:meta_block_compressed_20:0, Block of Soldering Alloy
gregtech:meta_block_compressed_20:1, Block of Spessartine
gregtech:meta_block_compressed_20:3, Block of Stainless Steel
gregtech:meta_block_compressed_20:4, Block of Steel
gregtech:meta_block_compressed_20:8, Block of Tin Alloy
gregtech:meta_block_compressed_20:9, Block of Topaz
gregtech:meta_block_compressed_20:11, Block of Ultimet
gregtech:meta_block_compressed_20:13, Block of Uvarovite
gregtech:meta_block_compressed_20:14, Block of Vanadium-Gallium
gregtech:meta_block_compressed_20:15, Block of Wrought Iron
gregtech:meta_block_compressed_21:2, Block of Yttrium Barium Cuprate
gregtech:meta_block_compressed_21:4, Block of Quartzite
gregtech:meta_block_compressed_21:8, Block of Osmiridium
gregtech:meta_block_compressed_21:15, Block of Gallium Arsenide
gregtech:meta_block_compressed_22:2, Block of Indium Gallium Phosphide
gregtech:meta_block_compressed_22:3, Block of Nickel Zinc Ferrite
gregtech:meta_block_compressed_22:13, Block of Realgar
gregtech:meta_block_compressed_24:1, Block of Malachite
gregtech:meta_block_compressed_24:11, Block of Magnetic Iron
gregtech:meta_block_compressed_24:12, Block of Tungstencarbide
gregtech:meta_block_compressed_26:0, Block of Enderpearl
gregtech:meta_block_compressed_26:2, Block of Magnetic Neodymium
gregtech:meta_block_compressed_26:7, Block of Magnetic Samarium
gregtech:meta_block_compressed_26:8, Block of Manganese Phosphide
gregtech:meta_block_compressed_26:9, Block of Magnesium Diboride
gregtech:meta_block_compressed_26:10, Block of Mercury Barium Calcium Cuprate
gregtech:meta_block_compressed_26:11, Block of Uranium Triplatinum
gregtech:meta_block_compressed_26:12, Block of Samarium Iron Arsenic Oxide
gregtech:meta_block_compressed_26:13, Block of Indium Tin Barium Titanium Cuprate
gregtech:meta_block_compressed_26:14, Block of Uranium Rhodium Dinaquadide
gregtech:meta_block_compressed_26:15, Block of Enriched Naquadah Trinium Europium Duranide
gregtech:meta_block_compressed_27:0, Block of Ruthenium Trinium Americium Neutronate
gregtech:meta_block_compressed_28:3, Block of RTM Alloy
gregtech:meta_block_compressed_62:8, Block of Silicone Rubber
gregtech:meta_block_compressed_62:12, Block of Styrene-Butadiene Rubber
gregtech:meta_block_compressed_62:14, Block of Fiber-Reinforced Epoxy Resin
gregtech:meta_block_compressed_62:15, Block of Polyvinyl Chloride (PVC)
gregtech:meta_block_compressed_63:0, Block of Polyphenylene Sulfide
gregtech:meta_block_compressed_63:2, Block of Polybenzimidazole (PBI)
gregtech:meta_block_compressed_63:4, Block of Polyethylene (PE)
gregtech:meta_block_compressed_63:5, Block of Epoxy Resin
gregtech:meta_block_compressed_63:7, Block of Polycaprolactam
gregtech:meta_block_compressed_63:8, Block of Polytetrafluoroethylene (PTFE)
gregtech:meta_block_compressed_63:9, Block of Sugar
gregtech:meta_block_compressed_66:12, Block of Rubber
gregtech:meta_block_compressed_67:2, Block of Polyvinyl Butyral
gregtech:meta_block_compressed_100:2, Block of Nether Star
gregtech:meta_block_compressed_125:4, Block of Olivine
gregtech:meta_block_compressed_125:5, Block of Opal
gregtech:meta_block_compressed_125:6, Block of Amethyst
gregtech:meta_block_compressed_125:10, Block of Apatite
gregtech:meta_block_compressed_125:11, Block of Black Steel
gregtech:meta_block_compressed_125:12, Block of Damascus Steel
gregtech:meta_block_compressed_125:13, Block of Tungstensteel
gregtech:meta_block_compressed_125:14, Block of Cobalt Brass
gregtech:meta_block_compressed_126:0, Block of Red Garnet
gregtech:meta_block_compressed_126:1, Block of Yellow Garnet
gregtech:meta_block_compressed_126:13, Block of Monazite
gregtech:meta_block_compressed_127:3, Block of Magnetic Steel
gregtech:meta_block_compressed_127:4, Block of Vanadiumsteel
gregtech:meta_block_compressed_127:5, Block of Potin
gregtech:meta_block_compressed_127:6, Block of Borosilicate Glass
gregtech:meta_block_compressed_127:10, Block of Naquadah Alloy
gregtech:meta_block_compressed_128:1, Block of Flint
gregtech:meta_block_compressed_128:14, Block of Rhodium Plated Palladium
gregtech:meta_block_compressed_156:12, Block of Endereye
gregtech:meta_block_compressed_156:14, Block of Red Steel
gregtech:meta_block_compressed_156:15, Block of Blue Steel
gregtech:meta_block_compressed_157:4, Block of HSS-G
gregtech:meta_block_compressed_157:5, Block of Red Alloy
gregtech:meta_block_compressed_157:7, Block of HSS-E
gregtech:meta_block_compressed_157:8, Block of HSS-S
gregtech:meta_block_compressed_157:15, Block of Blue Alloy
gregtech:meta_block_compressed_187:8, Block of Stellite-100
gregtech:meta_block_compressed_187:9, Block of Watertight Steel
gregtech:meta_block_compressed_187:10, Block of Maraging Steel 300
gregtech:meta_block_compressed_187:11, Block of Hastelloy-C276
gregtech:meta_block_compressed_187:12, Block of Hastelloy-X
gregtech:meta_block_compressed_187:13, Block of Trinaquadalloy
gregtech:meta_block_compressed_187:14, Block of Zeron-100
gregtech:meta_block_compressed_187:15, Block of Titanium Carbide
gregtech:meta_block_compressed_188:0, Block of Tantalum Carbide
gregtech:meta_block_compressed_188:1, Block of Molybdenum Disilicide
gregtech:meta_block_compressed_188:12, Block of HSLA Steel
gregtech:meta_block_compressed_188:13, Block of Titanium Tungsten Carbide
gregtech:meta_block_compressed_188:14, Block of Incoloy-MA956
gregtech:meta_block_frame_0:2, Aluminium Frame Box
gregtech:meta_block_frame_2:1, Europium Frame Box
gregtech:meta_block_frame_3:2, Iridium Frame Box
gregtech:meta_block_frame_3:3, Iron Frame Box
gregtech:meta_block_frame_7:1, Titanium Frame Box
gregtech:meta_block_frame_7:3, Tungsten Frame Box
gregtech:meta_block_frame_7:15, Neutronium Frame Box
gregtech:meta_block_frame_8:0, Tritanium Frame Box
gregtech:meta_block_frame_16:3, Brass Frame Box
gregtech:meta_block_frame_16:4, Bronze Frame Box
gregtech:meta_block_frame_17:15, Invar Frame Box
gregtech:meta_block_frame_18:15, Bismuth Bronze Frame Box
gregtech:meta_block_frame_19:6, Ruridit Frame Box
gregtech:meta_block_frame_20:3, Stainless Steel Frame Box
gregtech:meta_block_frame_20:4, Steel Frame Box
gregtech:meta_block_frame_20:11, Ultimet Frame Box
gregtech:meta_block_frame_24:12, Tungstencarbide Frame Box
gregtech:meta_block_frame_63:8, Polytetrafluoroethylene (PTFE) Frame Box
gregtech:meta_block_frame_101:1, Wood Frame Box
gregtech:meta_block_frame_103:0, Treated Wood Frame Box
gregtech:meta_block_frame_125:11, Black Steel Frame Box
gregtech:meta_block_frame_125:13, Tungstensteel Frame Box
gregtech:meta_block_frame_127:10, Naquadah Alloy Frame Box
gregtech:meta_block_frame_156:15, Blue Steel Frame Box
gregtech:meta_block_frame_157:4, HSS-G Frame Box
gregtech:meta_block_frame_157:7, HSS-E Frame Box
gregtech:meta_block_frame_157:8, HSS-S Frame Box
gregtech:meta_block_frame_187:9, Watertight Steel Frame Box
gregtech:meta_block_frame_187:10, Maraging Steel 300 Frame Box
gregtech:meta_block_frame_187:11, Hastelloy-C276 Frame Box
gregtech:meta_block_frame_187:12, Hastelloy-X Frame Box
gregtech:meta_block_frame_188:12, HSLA Steel Frame Box
gregtech:meta_block_frame_188:14, Incoloy-MA956 Frame Box
gregtech:ore_aluminium_0:0, Aluminium Ore
gregtech:ore_aluminium_0:1, Nether Aluminium Ore
gregtech:ore_aluminium_0:2, End Aluminium Ore
gregtech:ore_beryllium_0:0, Beryllium Ore
gregtech:ore_beryllium_0:1, Nether Beryllium Ore
gregtech:ore_beryllium_0:2, End Beryllium Ore
gregtech:ore_cobalt_0:0, Cobalt Ore
gregtech:ore_cobalt_0:1, Nether Cobalt Ore
gregtech:ore_cobalt_0:2, End Cobalt Ore
gregtech:ore_copper_0:0, Copper Ore
gregtech:ore_copper_0:1, Nether Copper Ore
gregtech:ore_copper_0:2, End Copper Ore
gregtech:ore_gold_0:0, Gold Ore
gregtech:ore_gold_0:1, Nether Gold Ore
gregtech:ore_gold_0:2, End Gold Ore
gregtech:ore_iron_0:0, Iron Ore
gregtech:ore_iron_0:1, Nether Iron Ore
gregtech:ore_iron_0:2, End Iron Ore
gregtech:ore_lead_0:0, Lead Ore
gregtech:ore_lead_0:1, Nether Lead Ore
gregtech:ore_lead_0:2, End Lead Ore
gregtech:ore_lithium_0:0, Lithium Ore
gregtech:ore_lithium_0:1, Nether Lithium Ore
gregtech:ore_lithium_0:2, End Lithium Ore
gregtech:ore_molybdenum_0:0, Molybdenum Ore
gregtech:ore_molybdenum_0:1, Nether Molybdenum Ore
gregtech:ore_molybdenum_0:2, End Molybdenum Ore
gregtech:ore_neodymium_0:0, Neodymium Ore
gregtech:ore_neodymium_0:1, Nether Neodymium Ore
gregtech:ore_neodymium_0:2, End Neodymium Ore
gregtech:ore_nickel_0:0, Nickel Ore
gregtech:ore_nickel_0:1, Nether Nickel Ore
gregtech:ore_nickel_0:2, End Nickel Ore
gregtech:ore_palladium_0:0, Palladium Ore
gregtech:ore_palladium_0:1, Nether Palladium Ore
gregtech:ore_palladium_0:2, End Palladium Ore
gregtech:ore_platinum_0:0, Platinum Ore
gregtech:ore_platinum_0:1, Nether Platinum Ore
gregtech:ore_platinum_0:2, End Platinum Ore
gregtech:ore_plutonium_0:0, Plutonium 239 Ore
gregtech:ore_plutonium_0:1, Nether Plutonium 239 Ore
gregtech:ore_plutonium_0:2, End Plutonium 239 Ore
gregtech:ore_silver_0:0, Silver Ore
gregtech:ore_silver_0:1, Nether Silver Ore
gregtech:ore_silver_0:2, End Silver Ore
gregtech:ore_sulfur_0:0, Sulfur Ore
gregtech:ore_sulfur_0:1, Nether Sulfur Ore
gregtech:ore_sulfur_0:2, End Sulfur Ore
gregtech:ore_thorium_0:0, Thorium Ore
gregtech:ore_thorium_0:1, Nether Thorium Ore
gregtech:ore_thorium_0:2, End Thorium Ore
gregtech:ore_tin_0:0, Tin Ore
gregtech:ore_tin_0:1, Nether Tin Ore
gregtech:ore_tin_0:2, End Tin Ore
gregtech:ore_naquadah_0:0, Naquadah Ore
gregtech:ore_naquadah_0:1, Nether Naquadah Ore
gregtech:ore_naquadah_0:2, End Naquadah Ore
gregtech:ore_certus_quartz_0:0, Certus Quartz Ore
gregtech:ore_certus_quartz_0:1, Nether Certus Quartz Ore
gregtech:ore_certus_quartz_0:2, End Certus Quartz Ore
gregtech:ore_almandine_0:0, Almandine Ore
gregtech:ore_almandine_0:1, Nether Almandine Ore
gregtech:ore_almandine_0:2, End Almandine Ore
gregtech:ore_asbestos_0:0, Asbestos Ore
